股票代码,样本量,均值,标准差,最小值,25%,50% (中位数),75%,最大值,偏度,峰度
sh.603885,2439.0,0.0004256662510856702,0.027028861037782997,-0.10545807187467365,-0.014283137251011728,-0.0007736944293103802,0.013207925527346925,0.09542588260253317,0.25758552890903197,2.6521726381899056
sh.603899,2531.0,0.0005012849864568878,0.02554912095097336,-0.10545191915864396,-0.012932934160970865,-0.0006594131462152071,0.012651845150469566,0.09545378574985776,0.1632551433976848,2.9139619152218317
sh.603939,2397.0,0.0007586851554406196,0.028208051828386253,-0.10552179297452127,-0.014382466267253214,-0.00044832997836804936,0.014124528603630981,0.09544605860064771,0.2430580758287712,2.2060946867672095
sh.603986,1937.0,0.0016376028767011957,0.03546809259098925,-0.1054105895167787,-0.01973366415695025,0.00022991148509141472,0.019493997902405958,0.09537983951665832,0.2608466777364022,0.8932118140762086
sh.603993,2527.0,0.00040476476025687146,0.03060330432460381,-0.10565897857602453,-0.014695232614708878,0.0,0.014652276786870415,0.09628721945215148,0.006084120016779733,2.105552490042246
sh.605117,1015.0,0.001768108643867972,0.03938532178622158,-0.10538444167857136,-0.022620108770823898,-0.0023244159668471985,0.022725934303780358,0.09540657928384216,0.2782582674364782,0.46409717118145455
sh.605499,991.0,0.0018895876291063324,0.02719114793359095,-0.08248316991631359,-0.012051894833511247,4.9071325180996955e-05,0.01301774005037665,0.09535677486991576,0.8074022249246086,2.608203269952962
sh.688005,1437.0,-0.00017944552023255793,0.04094446206589997,-0.22321699701950515,-0.023262166373953272,-0.003487970051718531,0.018585976411766285,0.1823775964700598,0.46615569189245587,4.084291171987104
sh.688008,1439.0,8.281239519154983e-05,0.033048700944873693,-0.2230918035328843,-0.017092464200275406,0.0,0.016893514176664494,0.1823713960623246,0.03539454821974684,5.070954469899281
sh.688009,1439.0,-0.0004912519694203762,0.020475501738541207,-0.2209270746033179,-0.008483433356297155,0.0,0.007220271499234614,0.1451820098444977,-0.6849350907632815,23.53709525480123
sh.688012,1439.0,0.000566030612174299,0.03672736705430024,-0.21570857282669167,-0.017952492268427357,-0.0007526771712554328,0.01662618233137501,0.1823215567939546,0.5044463950087001,4.787699163900288
sh.688036,1390.0,0.0005699744126020405,0.036740359024128554,-0.17647566367394193,-0.019917961247104262,-0.0017429749367814228,0.019060668246267263,0.16351532784549794,0.24660520077631753,2.629781159944232
sh.688041,684.0,0.0011928566017905561,0.03889248349738486,-0.22305854982663256,-0.019333769459123396,0.0002141419287285165,0.019410988163632625,0.1823538309955745,0.08191226272557083,4.778550879557175
sh.688065,1175.0,-0.0008492323735598558,0.025744319944100914,-0.12986206369964334,-0.014785871867248765,-0.002539280843875909,0.00914128070796244,0.15534336948349844,0.9312971447739825,4.493366681086179
sh.688082,874.0,-0.00013683024117842023,0.03343554438256419,-0.2229754901395468,-0.01676223857466009,-0.0016307434281935473,0.016665441082230302,0.18233735595501954,-0.1520777866862378,7.344863353677836
sh.688111,1360.0,0.0005935185796610256,0.03691958287043108,-0.1951947597301607,-0.02001956569211685,-0.0017191230287681059,0.019846792312589515,0.1823215567939548,0.4198050841042724,3.04478244678333
sh.688126,1247.0,0.0004987899582298763,0.034142670320628406,-0.22236138467284713,-0.0155498222735041,-0.0004920049299742747,0.013314791052000258,0.18249716483725428,0.8972744735315162,8.857782396445398
sh.688169,1298.0,0.00017173776992219678,0.03422659478344301,-0.20763043616695592,-0.019212514019282582,-0.0014406798203153819,0.01751526447112171,0.1823215567939546,0.1107704138563257,4.05693717812543
sh.688187,919.0,-0.00028210432930059085,0.030984175113102926,-0.14646475148101118,-0.01638843644694577,-0.002146132908411307,0.013077839308815164,0.18236679645104592,0.8100122531980385,5.438857856953943
sh.688223,826.0,-0.0008588282841940385,0.03036807091907332,-0.1544127686768781,-0.017446804502704364,-0.00402441098257594,0.013062524948228555,0.17929010316512806,0.7487285860271536,5.8673504095735245
sh.688256,1198.0,0.0008689108898555513,0.04232148087010882,-0.2231435513142097,-0.021377094114534395,-0.0012592240999753986,0.019310504942204196,0.2546568170202866,0.7259484242832994,4.863293368352205
sh.688271,689.0,-0.0005006889398291422,0.024093556380833298,-0.13696585507315742,-0.01398624197473984,-0.0019902833942210254,0.010916400730451411,0.11759555323231133,0.6187375249795791,4.595871823813791
sh.688303,952.0,-0.0009982542669491907,0.028560482094538344,-0.11058610227038042,-0.014928565150258602,-0.0023116442399606896,0.011384791867558457,0.18242562048102479,0.9080733631096609,6.764025522217517
sh.688363,1368.0,-0.0003543860077899037,0.03133214129781242,-0.20326129244672456,-0.016963307356333945,-0.002035758633041791,0.0149560708570308,0.1641055024162826,0.030825914286371547,4.619532973619001
sh.688396,1294.0,9.901853846869702e-05,0.029156294367973578,-0.14718823092145075,-0.013622635461976942,-0.0005232798387383147,0.012694271531590851,0.1823215567939546,0.43637984460334867,6.41232177166608
sh.688472,496.0,-0.0006897813402813642,0.03197922882697131,-0.15281659373478548,-0.019046043710580614,-0.0022201653760775576,0.013798615210048956,0.1823215567939546,0.6946545968795284,5.480182598385571
sh.688506,597.0,0.0037244013303320243,0.04219409655352375,-0.12334661202760805,-0.020462139962983305,-0.0009468203326863407,0.019175942541668357,0.18236039249950717,1.373311994647898,4.198169206216461
sh.688561,1196.0,-0.0011444011900603535,0.030575823370081568,-0.1769691800553627,-0.01837259452283884,-0.0016386359689377875,0.014016044324296073,0.1823215567939548,0.6451021503364524,5.028781781261452
sh.688599,1224.0,-8.660115467990783e-05,0.03560149505314905,-0.19500299989223846,-0.019158821269240962,-0.002207334358787648,0.015981898887037015,0.17450207497495293,0.35372342487209946,4.353998058226585
sh.688981,1200.0,5.1158734609463016e-05,0.02596620601593442,-0.11974633765378098,-0.012961398809706117,0.0,0.010389769719442561,0.1823548962395227,1.1423065796254928,9.249878828429571
sz.000001,2547.0,0.00013138807717485965,0.01978908320013186,-0.10557741187383772,-0.009590325303287912,-0.0005815644246494273,0.008769849663073597,0.09562910820760222,0.10690070249138323,4.044411860983299
sz.000002,2408.0,-0.00020095429687279099,0.024597635512614686,-0.10557462549699148,-0.01335074418972466,-0.0015414648093890733,0.00999534991040597,0.09570708395718357,0.5860759611980702,3.0396930115148
sz.000008,2383.0,-0.0003298848049969037,0.025301419627004926,-0.10635752471349484,-0.010772652570406813,0.0,0.008928808700003045,0.09726330542520685,0.14666921004304084,4.9062977306164886
sz.000009,2514.0,3.6516127482952558e-06,0.03034447832638735,-0.10591901888373739,-0.01429083806369946,0.0,0.013177437630743617,0.09615943675558004,0.04055228467230015,2.69177735647594
sz.000024,96.0,0.005146661276091779,0.03468942778021045,-0.10531746694820465,-0.0173587536879078,0.005513362898312609,0.02509665767412756,0.09531017980432493,0.06839243232902488,0.5186824963545447
