date,interest_rate,vix
2026-05-08,1.345,18.54
2026-05-09,1.318,18.54
2026-05-11,1.34,17.77
2026-05-12,1.308,18.33
2026-05-13,1.299,17.53
2026-05-14,1.305,17.92
2026-05-15,1.313,17.48
2026-05-18,1.322,17.82
2026-05-19,1.32,17.27
2026-05-20,1.339,16.94
2026-05-21,1.331,18.04
2026-05-22,1.365,17.63
2026-05-25,1.401,17.55
2026-05-26,1.377,18.11
